emotion,phrase,language
affectionate,i feel like being a little affectionate at the time,en
affectionate,i feel like every laker fan i talk to is very loyal,en
affectionate,i feel like he is going to be such a sweet heart,en
affectionate,going such sweet heart ko,hil
affectionate,going such sweet heart ako,fil
affectionate,i feel like i am being judged for being me and loving him,en
affectionate,i feel like i m in a tender spot right now,en
affectionate,tender spot right ko,hil
affectionate,tender spot right ako,fil
affectionate,i feel like i should be the one supporting others,en
affectionate,one supporting others ko,hil
affectionate,one supporting others ako,fil
affectionate,i feel like i want to do lots of naughty,en
affectionate,want lots naughty ko,hil
affectionate,want lots naughty ako,fil
affectionate,i feel like im compassionate and am a good listener,en
affectionate,compassionate and maayo listener ko,hil
affectionate,compassionate and mabuti listener ako,fil
affectionate,i feel like ive been neglecting my blog naughty me,en
affectionate,ive neglecting blog naughty ko,hil
affectionate,ive neglecting blog naughty ako,fil
affectionate,i feel like ive hit a sweet spot in life,en
affectionate,ive hit sweet spot life ko,hil
affectionate,ive hit sweet spot life ako,fil
affectionate,i feel like loving him for the rest of my life,en
affectionate,mapinangga him rest life ko,hil
affectionate,loving him rest life ako,fil
affectionate,i feel like loving innocent giddy love,en
affectionate,mapinangga innocent giddy love ko,hil
affectionate,loving innocent giddy love ako,fil
affectionate,i feel like my beloved city is going to ruins,en
affectionate,beloved city going ruins ko,hil
affectionate,beloved city going ruins ako,fil
affectionate,i feel like the most treasured girl in the entire world,en
affectionate,treasured girl entire world ko,hil
affectionate,treasured girl entire world ako,fil
affectionate,i feel like were aloft yet i feel the loves gentle balm,en
affectionate,were aloft yet feel loves gentle balm ko,hil
affectionate,were aloft yet feel loves gentle balm ako,fil
affectionate,i feel loved and cherished and safe,en
affectionate,minamahal and cherished and safe ako,fil
affectionate,i feel lovely she confessed,en
affectionate,lovely confessed ko,hil
affectionate,lovely confessed ako,fil
affectionate,i feel loyal to,en
affectionate,loyal ko,hil
affectionate,loyal ako,fil
affectionate,i feel loyal to style,en
affectionate,loyal style ko,hil
affectionate,loyal style ako,fil
affectionate,i feel more affectionate towards animals than people,en
affectionate,malambing towards animals than people ko,hil
affectionate,affectionate towards animals than people ako,fil
affectionate,i feel more energy and my body is loving me for it,en
affectionate,energy and body mapinangga ko,hil
affectionate,energy and body loving ako,fil
affectionate,i feel more of a sense of longing than of loss,en
affectionate,sense longing than loss ko,hil
affectionate,sense longing than loss ako,fil
affectionate,i feel more than the other emotions compassionate,en
affectionate,than other emotions compassionate ko,hil
affectionate,than other emotions compassionate ako,fil
affectionate,i feel naughty playing with the source of reali,en
affectionate,naughty playing source reali ko,hil
affectionate,naughty playing source reali ako,fil
affectionate,i feel nostalgic for places i have never been to,en
affectionate,nostalgic places ko,hil
affectionate,nostalgic places ako,fil
affectionate,i feel oh so unloved,en
affectionate,unloved ko,hil
affectionate,unloved ako,fil
affectionate,i feel particularly horny it scares me,en
affectionate,particularly horny scares ko,hil
affectionate,particularly horny scares ako,fil
affectionate,i feel passionate about a subject ill give out on it,en
affectionate,passionate subject masakit give out ko,hil
affectionate,passionate subject ill give out ako,fil
affectionate,i feel passionate with,en
affectionate,i feel really cared of and treasured,en
affectionate,cared and treasured ko,hil
affectionate,cared and treasured ako,fil
affectionate,i feel romantic emotions over something non romantic,en
affectionate,romantic emotions over something non romantic ko,hil
affectionate,romantic emotions over something non romantic ako,fil
affectionate,i feel romantic today for no reasons,en
affectionate,romantic reasons ko,hil
affectionate,romantic reasons ako,fil
affectionate,i feel safe and loved,en
affectionate,safe ko,hil
affectionate,safe and minamahal ako,fil
affectionate,i feel she liked it a lot,en
affectionate,liked lot ko,hil
affectionate,liked lot ako,fil
affectionate,i feel so damn horny,en
affectionate,damn horny ko,hil
affectionate,damn horny ako,fil
affectionate,i feel so damn romantic in that thing i have to watch it,en
affectionate,damn romantic thing watch ko,hil
affectionate,damn romantic thing watch ako,fil
affectionate,i feel so flattered to be liked by gorgeous creatures,en
affectionate,flattered liked gorgeous creatures ko,hil
affectionate,flattered liked gorgeous creatures ako,fil
affectionate,i feel so hot and have headaches,en
affectionate,hot and headaches ko,hil
affectionate,hot and headaches ako,fil
affectionate,i feel so naughty wearing a mans shirt,en
affectionate,naughty wearing mans shirt ko,hil
affectionate,naughty wearing mans shirt ako,fil
affectionate,i feel so nostalgic for childhood,en
affectionate,nostalgic childhood ko,hil
affectionate,nostalgic childhood ako,fil
affectionate,i feel so sweet and man,en
affectionate,sweet and ko,hil
affectionate,sweet and ako,fil
affectionate,i feel so unloved here,en
affectionate,i feel somewhat nostalgic just looking at it,en
affectionate,nostalgic looking ko,hil
affectionate,nostalgic looking ako,fil
affectionate,i feel sympathetic,en
affectionate,sympathetic ko,hil
affectionate,sympathetic ako,fil
affectionate,i feel sympathetic for a href http www,en
affectionate,sympathetic href http www ko,hil
affectionate,sympathetic href http www ako,fil
affectionate,i feel sympathetic for the asshole,en
affectionate,sympathetic asshole ko,hil
affectionate,sympathetic asshole ako,fil
affectionate,i feel the gentle breeze move the fall is of our year here,en
affectionate,gentle breeze move fall year ko,hil
affectionate,gentle breeze move fall year ako,fil
affectionate,i feel the gentle tug of fall,en
affectionate,gentle tug fall ko,hil
affectionate,gentle tug fall ako,fil
affectionate,i feel the longing in the warm cinnamon air,en
affectionate,longing warm cinnamon air ko,hil
affectionate,longing warm cinnamon air ako,fil
affectionate,i feel the need to be loyal,en
affectionate,kinahanglan loyal ko,hil
affectionate,need loyal ako,fil
affectionate,i feel the world or you have not been generous to me,en
affectionate,world not generous ko,hil
affectionate,world not generous ako,fil
affectionate,i feel this urge i turn to my beloved cuttlebug,en
affectionate,urge turn beloved cuttlebug ko,hil
affectionate,urge turn beloved cuttlebug ako,fil
affectionate,i feel those gentle nudges within my heart,en
affectionate,those gentle nudges within heart ko,hil
affectionate,those gentle nudges within heart ako,fil
affectionate,i feel too faithful in our moment repeating,en
affectionate,faithful moment repeating ko,hil
affectionate,faithful moment repeating ako,fil
affectionate,i feel treasured in return,en
affectionate,treasured return ko,hil
affectionate,treasured return ako,fil
affectionate,i feel very faithful today,en
affectionate,faithful ko,hil
affectionate,faithful ako,fil
affectionate,i feel very loved lt,en
affectionate,minamahal ako,fil
affectionate,i feel very romantic tonight,en
affectionate,romantic tonight ko,hil
affectionate,romantic tonight ako,fil
affectionate,i feel whatta lovely song jar of hearts,en
affectionate,whatta lovely song jar hearts ko,hil
affectionate,whatta lovely song jar hearts ako,fil
affectionate,i feel which they have been really romantic people,en
affectionate,which romantic people ko,hil
affectionate,which romantic people ako,fil
affectionate,i feel you through the sweet wind,en
affectionate,through sweet wind ko,hil
affectionate,through sweet wind ako,fil
affectionate,i feel your heart loving me,en
affectionate,heart mapinangga ko,hil
affectionate,heart loving ako,fil
affectionate,i feel your longing to express,en
affectionate,longing express ko,hil
affectionate,longing express ako,fil
affectionate,i feeling romantic ladylike seductive elegant,en
affectionate,feeling romantic ladylike seductive elegant ko,hil
affectionate,feeling romantic ladylike seductive elegant ako,fil
affectionate,i felt the really true feeling of fond towards you,en
