entity,entity_type,normalized,status
Abnormal Blood Oxygen Levels,symptom,abnormal blood oxygen levels,active
Abnormal Blood Phosphate Concentration,symptom,abnormal blood phosphate concentration,active
Abnormal Blood Potassium Concentration,symptom,abnormal blood potassium concentration,active
Abnormal Blood Sodium Concentration,symptom,abnormal blood sodium concentration,active
Abnormal Blood Transition Element Cation Concentration,symptom,abnormal blood transition element cation concentration,active
Abnormal Blood Urea Nitrogen Concentration,symptom,abnormal blood urea nitrogen concentration,active
Abnormal Blood Vessel Morphology,symptom,abnormal blood vessel morphology,active
Abnormal Blood Zinc Concentration,symptom,abnormal blood zinc concentration,active
Abnormal Blood-gas Level,symptom,abnormal blood-gas level,active
Abnormal BMI,symptom,abnormal bmi,active
Abnormal Body Mass Index,symptom,abnormal body mass index,active
Abnormal Bone Collagen Fibril Morphology,symptom,abnormal bone collagen fibril morphology,active
Abnormal Bone Marrow Cell Morphology,symptom,abnormal bone marrow cell morphology,active
Abnormal Bone Maturation of Vertebra,symptom,abnormal bone maturation of vertebra,active
Abnormal Bone Ossification,symptom,abnormal bone ossification,active
Abnormal Bone Structure,symptom,abnormal bone structure,active
Abnormal Bones of 4th Finger,symptom,abnormal bones of 4th finger,active
Abnormal Bowel Sounds,symptom,abnormal bowel sounds,active
Abnormal Bowman Capsule Morphology,symptom,abnormal bowman capsule morphology,active
Abnormal Bowman Space Morphology,symptom,abnormal bowman space morphology,active
Abnormal BPD,symptom,abnormal bpd,active
Abnormal Brain Choline Level By Magnetic Resonance Spectroscopy,symptom,abnormal brain choline level by magnetic resonance spectroscopy,active
Abnormal Brain Choline Level By MRS,symptom,abnormal brain choline level by mrs,active
Abnormal Brain Choline/creatine Ratio By MRS,symptom,abnormal brain choline/creatine ratio by mrs,active
Abnormal Brain Creatine Level By Magnetic Resonance Spectroscopy,symptom,abnormal brain creatine level by magnetic resonance spectroscopy,active
Abnormal Brain Creatine Level By MRS,symptom,abnormal brain creatine level by mrs,active
Abnormal Brain FDG PET Scan,symptom,abnormal brain fdg pet scan,active
Abnormal Brain FDG Positron Emission Tomography,symptom,abnormal brain fdg positron emission tomography,active
Abnormal Brain Glutamine Level By MRS,symptom,abnormal brain glutamine level by mrs,active
Abnormal Brain Imaging,symptom,abnormal brain imaging,active
Abnormal Brain Lactate Level By MRS,symptom,abnormal brain lactate level by mrs,active
Abnormal Brain Morphology,symptom,abnormal brain morphology,active
Abnormal Brain N-acetyl Aspartate Level By Magnetic Resonance Spectroscopy,symptom,abnormal brain n-acetyl aspartate level by magnetic resonance spectroscopy,active
Abnormal Brain N-acetyl Aspartate Level By MRS,symptom,abnormal brain n-acetyl aspartate level by mrs,active
Abnormal Brain PET Scan,symptom,abnormal brain pet scan,active
Abnormal Brain Positron Emission Tomography,symptom,abnormal brain positron emission tomography,active
Abnormal Brain Scan,symptom,abnormal brain scan,active
Abnormal Brain-evoked Potentials,symptom,abnormal brain-evoked potentials,active
Abnormal Brainstem Auditory-evoked Potentials,symptom,abnormal brainstem auditory-evoked potentials,active
Abnormal Brainstem Morphology,symptom,abnormal brainstem morphology,active
Abnormal Brainstem MRI Signal Intensity,symptom,abnormal brainstem mri signal intensity,active
Abnormal Brainstem White Matter Morphology,symptom,abnormal brainstem white matter morphology,active
Abnormal Branched-chain Amino Acid Levels in Cerbrospinal Fluid,symptom,abnormal branched-chain amino acid levels in cerbrospinal fluid,active
Abnormal Branching Pattern of Left Aortic Arch,symptom,abnormal branching pattern of left aortic arch,active
Abnormal Branching Pattern of the Aortic Arch,symptom,abnormal branching pattern of the aortic arch,active
Abnormal Breast Morphology,symptom,abnormal breast morphology,active
Abnormal Breast Physiology,symptom,abnormal breast physiology,active
Abnormal Breath Sound,symptom,abnormal breath sound,active
Abnormal Breathing,symptom,abnormal breathing,active
Abnormal Bronchial Artery Morphology,symptom,abnormal bronchial artery morphology,active
Abnormal Bronchoalveolar Fluid Protein Level,symptom,abnormal bronchoalveolar fluid protein level,active
Abnormal Bronchoalveolar Lavage Fluid Morphology,symptom,abnormal bronchoalveolar lavage fluid morphology,active
Abnormal Bronchus Morphology,symptom,abnormal bronchus morphology,active
Abnormal Bronchus Physiology,symptom,abnormal bronchus physiology,active
Abnormal Buccal Fat Pad Morphology,symptom,abnormal buccal fat pad morphology,active
Abnormal Buccal Mucosa Cell Morphology,symptom,abnormal buccal mucosa cell morphology,active
Abnormal Buccal Mucosa Morphology,symptom,abnormal buccal mucosa morphology,active
Abnormal Bulbus Cordis Morphology,symptom,abnormal bulbus cordis morphology,active
Abnormal BUN Concentration,symptom,abnormal bun concentration,active
Abnormal Bursal Fluid Morphology,symptom,abnormal bursal fluid morphology,active
Abnormal C Peptide Level,symptom,abnormal c peptide level,active
Abnormal C-reactive Protein Level,symptom,abnormal c-reactive protein level,active
Abnormal Ca-PHOS Regulating Hormone Level,symptom,abnormal ca-phos regulating hormone level,active
Abnormal Ca2+ PO4 Regulating Hormone Level,symptom,abnormal ca2+ po4 regulating hormone level,active
Abnormal Caecum Morphology,symptom,abnormal caecum morphology,active
Abnormal Calcification of the Carpal Bones,symptom,abnormal calcification of the carpal bones,active
Abnormal Calcification of the Wrist Bones,symptom,abnormal calcification of the wrist bones,active
Abnormal Calf Muscles,symptom,abnormal calf muscles,active
Abnormal Calf Musculature Morphology,symptom,abnormal calf musculature morphology,active
Abnormal Calvaria Morphology,symptom,abnormal calvaria morphology,active
Abnormal Capillary Morphology,symptom,abnormal capillary morphology,active
Abnormal Capillary Physiology,symptom,abnormal capillary physiology,active
Abnormal Capitate Bone Morphology,symptom,abnormal capitate bone morphology,active
Abnormal Carbon Dioxide Level in Cord Blood,symptom,abnormal carbon dioxide level in cord blood,active
Abnormal Cardiac Atrial Physiology,symptom,abnormal cardiac atrial physiology,active
Abnormal Cardiac Atrium Morphology,symptom,abnormal cardiac atrium morphology,active
Abnormal Cardiac Biomarker Test,symptom,abnormal cardiac biomarker test,active
Abnormal Cardiac Cath,symptom,abnormal cardiac cath,active
Abnormal Cardiac Catheterization,symptom,abnormal cardiac catheterization,active
Abnormal Cardiac Exercise Stress Test,symptom,abnormal cardiac exercise stress test,active
Abnormal Cardiac Exercise Test,symptom,abnormal cardiac exercise test,active
Abnormal Cardiac Index,symptom,abnormal cardiac index,active
Abnormal Cardiac Magnetic Resonance Imaging,symptom,abnormal cardiac magnetic resonance imaging,active
Abnormal Cardiac Magnetic Resonance Imaging Finding,symptom,abnormal cardiac magnetic resonance imaging finding,active
Abnormal Cardiac MRI,symptom,abnormal cardiac mri,active
Abnormal Cardiac Muscle Cell Morphology,symptom,abnormal cardiac muscle cell morphology,active
Abnormal Cardiac Output,symptom,abnormal cardiac output,active
Abnormal Cardiac Septum Morphology,symptom,abnormal cardiac septum morphology,active
Abnormal Cardiac Test,symptom,abnormal cardiac test,active
Abnormal Cardiac Ventricle Morphology,symptom,abnormal cardiac ventricle morphology,active
Abnormal Cardiac Ventricular Function,symptom,abnormal cardiac ventricular function,active
Abnormal Cardiomyocyte Connexin43 Staining,symptom,abnormal cardiomyocyte connexin43 staining,active
Abnormal Cardiomyocyte Dystrophin Staining,symptom,abnormal cardiomyocyte dystrophin staining,active
Abnormal Cardiomyocyte Mitochondrial Morphology,symptom,abnormal cardiomyocyte mitochondrial morphology,active
Abnormal Cardiomyocyte Morphology,symptom,abnormal cardiomyocyte morphology,active
Abnormal Cardiomyocyte Plakoglobin Staining,symptom,abnormal cardiomyocyte plakoglobin staining,active
Abnormal Cardiovascular System Morphology,symptom,abnormal cardiovascular system morphology,active
Abnormal Cardiovascular System Physiology,symptom,abnormal cardiovascular system physiology,active
Abnormal Carnosine Levels in Cerebrospinal Fluid,symptom,abnormal carnosine levels in cerebrospinal fluid,active
Abnormal Carotid Artery Morphology,symptom,abnormal carotid artery morphology,active
Abnormal Carpal Bones,symptom,abnormal carpal bones,active
Abnormal Carpal Morphology,symptom,abnormal carpal morphology,active
Abnormal Cartilage Collagen,symptom,abnormal cartilage collagen,active
Abnormal Cartilage Matrix,symptom,abnormal cartilage matrix,active
Abnormal Cartilage Morphology,symptom,abnormal cartilage morphology,active
Abnormal Caudate Nucleus Morphology,symptom,abnormal caudate nucleus morphology,active
Abnormal CD25 Upregulation Upon TCR Activation,symptom,abnormal cd25 upregulation upon tcr activation,active
Abnormal CD4+ Memory T Cell Proportion,symptom,abnormal cd4+ memory t cell proportion,active
Abnormal CD4+ T Cell Proportion,symptom,abnormal cd4+ t cell proportion,active
Abnormal CD4+ T Cell Subset,symptom,abnormal cd4+ t cell subset,active
Abnormal CD4+ T Cell Subset Proportion,symptom,abnormal cd4+ t cell subset proportion,active
Abnormal CD4+ T Cell Subsets,symptom,abnormal cd4+ t cell subsets,active
Abnormal CD4+CD25+ Regulatory T Cell Proportion,symptom,abnormal cd4+cd25+ regulatory t cell proportion,active
Abnormal CD4+CD25+ Treg Cell Proportion,symptom,abnormal cd4+cd25+ treg cell proportion,active
"Abnormal CD4-negative, CD8-negative Regulatory T Cell Distribution",symptom,"abnormal cd4-negative, cd8-negative regulatory t cell distribution",active
Abnormal CD4:CD8 Ratio,symptom,abnormal cd4:cd8 ratio,active
Abnormal CD69 Upregulation Upon TCR Activation,symptom,abnormal cd69 upregulation upon tcr activation,active
Abnormal CD8+ Memory T Cell Proportion,symptom,abnormal cd8+ memory t cell proportion,active
Abnormal CD8+ T Cell Proportion,symptom,abnormal cd8+ t cell proportion,active
Abnormal CD8+ T Cell Subset Proportion,symptom,abnormal cd8+ t cell subset proportion,active
Abnormal CD8+ T Cell Subsets,symptom,abnormal cd8+ t cell subsets,active
Abnormal CD8-positive TEMRA T Cell Proportion,symptom,abnormal cd8-positive temra t cell proportion,active
Abnormal Cecum Morphology,symptom,abnormal cecum morphology,active
Abnormal Celiac Artery Morphology,symptom,abnormal celiac artery morphology,active
Abnormal Cell Differential of Broncho-alveolar Fluid,symptom,abnormal cell differential of broncho-alveolar fluid,active
Abnormal Cell Morphology,symptom,abnormal cell morphology,active
Abnormal Cell Proliferation,symptom,abnormal cell proliferation,active
Abnormal Cellular Composition of Bronchoalveolar Fluid,symptom,abnormal cellular composition of bronchoalveolar fluid,active
Abnormal Cellular Immune System Morphology,symptom,abnormal cellular immune system morphology,active
Abnormal Cellular Phenotype,symptom,abnormal cellular phenotype,active
Abnormal Cellular Physiology,symptom,abnormal cellular physiology,active
Abnormal Cementum Morphology,symptom,abnormal cementum morphology,active
Abnormal Central Memory CD8+ T Cell Proportion,symptom,abnormal central memory cd8+ t cell proportion,active
Abnormal Central Microtubular Pair Morphology of Respiratory Motile Cilia,symptom,abnormal central microtubular pair morphology of respiratory motile cilia,active
Abnormal Central Motor Function,symptom,abnormal central motor function,active
Abnormal Central Response of Multifocal Electroretinogram,symptom,abnormal central response of multifocal electroretinogram,active
Abnormal Central Sensory Function,symptom,abnormal central sensory function,active
Abnormal Cerebellar Cortex Morphology,symptom,abnormal cerebellar cortex morphology,active
Abnormal Cerebellar Peduncle Morphology,symptom,abnormal cerebellar peduncle morphology,active
Abnormal Cerebellar Vermis Morphology,symptom,abnormal cerebellar vermis morphology,active
Abnormal Cerebellum Morphology,symptom,abnormal cerebellum morphology,active
Abnormal Cerebral Artery Morphology,symptom,abnormal cerebral artery morphology,active
Abnormal Cerebral Cortex Morphology,symptom,abnormal cerebral cortex morphology,active
Abnormal Cerebral Morphology,symptom,abnormal cerebral morphology,active
Abnormal Cerebral Subcortex Morphology,symptom,abnormal cerebral subcortex morphology,active
Abnormal Cerebral Vascular Morphology,symptom,abnormal cerebral vascular morphology,active
Abnormal Cerebral Vein Morphology,symptom,abnormal cerebral vein morphology,active
Abnormal Cerebral Venous Sinus Morphology,symptom,abnormal cerebral venous sinus morphology,active
Abnormal Cerebral Ventricle Morphology,symptom,abnormal cerebral ventricle morphology,active
Abnormal Cerebral White Matter Morphology,symptom,abnormal cerebral white matter morphology,active
Abnormal Cerebrospinal Fluid Amino Acid Level,symptom,abnormal cerebrospinal fluid amino acid level,active
Abnormal Cerebrospinal Fluid Biopterin Level,symptom,abnormal cerebrospinal fluid biopterin level,active
Abnormal Cerebrospinal Fluid Metabolite Concentration,symptom,abnormal cerebrospinal fluid metabolite concentration,active
Abnormal Cerebrospinal Fluid Morphology,symptom,abnormal cerebrospinal fluid morphology,active
Abnormal Cerumen Color,symptom,abnormal cerumen color,active
Abnormal Cerumen Pigmentation,symptom,abnormal cerumen pigmentation,active
Abnormal Cervical Curvature,symptom,abnormal cervical curvature,active
Abnormal Cervical Spine,symptom,abnormal cervical spine,active
Abnormal Cervical Spine Morphology,symptom,abnormal cervical spine morphology,active
Abnormal CH50,symptom,abnormal ch50,active
Abnormal Change in Sexual Drive,symptom,abnormal change in sexual drive,active
Abnormal Change in Social Behavior,symptom,abnormal change in social behavior,active
Abnormal Cheek Morphology,symptom,abnormal cheek morphology,active
Abnormal Chest Radiograph Finding (lung),symptom,abnormal chest radiograph finding (lung),active
Abnormal Choanae Morphology,symptom,abnormal choanae morphology,active
Abnormal Cholesterol Homeostasis,symptom,abnormal cholesterol homeostasis,active
Abnormal Chondrocyte Morphology,symptom,abnormal chondrocyte morphology,active
Abnormal Chorion Morphology,symptom,abnormal chorion morphology,active
Abnormal Chorioretinal Morphology,symptom,abnormal chorioretinal morphology,active
Abnormal Choroid Morphology,symptom,abnormal choroid morphology,active
Abnormal Choroid Plexus Morphology,symptom,abnormal choroid plexus morphology,active
