symptom_key,aliases,display_name,category,tip_1,tip_2,tip_3,tip_4,when_to_seek_care,resource_label,resource_url,active
vaccination_sore_arm,sore arm after vaccine|baka pain|vaccine side effect mild|masakit braso bakuna,Mild vaccine arm soreness,general,Move the arm gently through normal range several times a day.,A cool compress can ease local soreness.,Labeled OTC pain relievers may help if suitable for you.,Rest if you feel briefly fatigued; stay hydrated.,"Seek care for rash with breathing difficulty, high fever lasting days, or arm swelling that rapidly worsens.",CDC: Vaccine side effects,https://www.cdc.gov/vaccines/vac-gen/side-effects.htm,1
diaper_rash,diaper rash|lampin|pulang puwet bata|nappy rash,Diaper rash,skin,Change wet/soiled diapers promptly and clean gently with water.,Pat dry and allow short diaper-free air time when practical.,Use a thick barrier cream (zinc oxide style) as labeled.,Avoid harsh wipes with alcohol/fragrance if they irritate.,"Seek care for open sores, fever, spreading redness, or rash lasting more than a few days.",NHS: Nappy rash,https://www.nhs.uk/conditions/nappy-rash/,1
teething,teething|ngingipin|baby teething|sakit gilagid bata,Teething discomfort,dental,Offer a clean cool (not frozen hard) teething ring if age-appropriate.,Gently massage the gum with a clean finger.,Keep the face dry; drool can irritate the chin — apply a thin barrier cream if needed.,Avoid teething gels with benzocaine in young children unless a clinician advises.,"Seek care for high fever, rash, diarrhea with dehydration, or refusal to drink — teething alone rarely causes high fever.",NHS: Teething,https://www.nhs.uk/conditions/teething/,1
hiccups,hiccups|singultus|solok-solok|hikab hiccup,Hiccups,general,"Sip cold water slowly or hold a brief breath, then exhale gently.",Breathe into a paper bag briefly only if safe and not for people with breathing disease.,Relax the diaphragm; avoid carbonated drinks and rapid eating for a while.,Most hiccup bouts stop on their own within minutes to hours.,"Seek care if hiccups last >48 hours, interfere with sleep/eating, or follow recent surgery/illness.",NHS: Hiccups,https://www.nhs.uk/conditions/hiccups/,1
splinter,splinter|tinik|aspili sa balat|tuhog kahoy,Splinter,first_aid,Wash hands and the area with soap and water.,Use cleaned tweezers to remove a visible splinter along the entry track.,"If the tip is under skin, a sterilized needle may help lift it — then wash again.",Apply a clean bandage; watch for redness.,"Seek care if the splinter is deep, under a nail, from rusty/dirty metal, or infection signs appear.",NHS: How to remove a splinter,https://www.nhs.uk/common-health-questions/accidents-first-aid-and-treatments/how-should-i-remove-a-splinter/,1
friction_blister,blister|paltos|blister from shoes|paltos paa,Friction blister,first_aid,Leave intact blisters closed when possible — the skin is a natural bandage.,Cover with a clean blister plaster or soft padding to reduce rub.,"If a blister opens, wash gently and cover with a non-stick dressing.",Wear better-fitting socks/shoes to prevent repeat blisters.,"Seek care for spreading redness, pus, fever, or blisters in people with diabetes/poor circulation.",Philippine Pediatric Society (PPS),https://pps.org.ph/,1
loss_of_appetite,loss of appetite|walang gana|reduced appetite mild|ayaw kumain mild,Mild loss of appetite,general,Offer small frequent easy meals rather than large plates.,Choose nutrient-dense soft foods and keep fluids up.,Light activity and fresh air before meals may help appetite.,Avoid forcing large meals; track weight if appetite stays low.,"Seek care if appetite loss lasts weeks, with weight loss, fever, vomiting, or severe fatigue.",NHS: Loss of appetite,https://www.nhs.uk/conditions/appetite-loss/,1
gout_flare_mild,gout mild|sakit daliri paa bigla|gouty toe mild|uric acid pain mild,Mild gout-like joint flare,musculoskeletal,Rest the joint and elevate it; avoid pressure from tight shoes.,Ice briefly with a cloth barrier for comfort.,Drink water unless fluid-restricted; avoid alcohol during a flare.,Do not start new strong pain medicines without advice if kidney disease or ulcers are known.,"Seek care for hot swollen joint with fever, first-time severe attack, or inability to walk.",WHO: Health topics,https://www.who.int/health-topics,1
allergic_eye,itchy eyes allergy|hapong mata|watery allergic eyes|allergic conjunctivitis mild,Allergic itchy eyes,eye,Avoid rubbing; use cool compresses.,Reduce exposure to dust/pollen; wash face and change pillowcases.,Preservative-free lubricating drops may soothe; ask about antihistamine eye drops if needed.,Wash hands before any eye drop use.,"Seek care for pain, vision change, thick yellow discharge, or light sensitivity.",NHS: Allergic conjunctivitis / hay fever,https://www.nhs.uk/conditions/hay-fever/,1
pinworm_suspect,pinworm|bulate sa puwit|anal itch night|enterobius mild,Suspected pinworm itch,gastrointestinal,Bathe in the morning and change underwear daily.,Wash hands after toilet and before meals; keep nails short.,Wash bedding/pajamas frequently in hot water when possible.,Do not share towels; clean bathroom surfaces.,See a clinician for confirmed treatment — self-medicating worm tablets without advice is not recommended for all ages.,NHS: Threadworms,https://www.nhs.uk/conditions/threadworms/,1
acne_mild,acne|pimples|tagihawat|blackheads|mild acne|butlig sa mukha,Mild acne,skin,Wash the face gently twice daily with a mild cleanser; do not scrub hard.,Avoid picking or squeezing pimples to reduce scarring and infection.,Use non-comedogenic moisturizer if skin feels dry from treatments.,Ask a pharmacist about benzoyl peroxide or salicylic acid products used as labeled.,"Seek care for painful deep cysts, scarring acne, sudden widespread rash, or acne with fever.",NHS: Acne,https://www.nhs.uk/conditions/acne/,1
dandruff,dandruff|balakubak|flaky scalp|itchy scalp flakes,Dandruff,skin,Wash hair regularly with a gentle shampoo; rinse thoroughly.,"Try an anti-dandruff shampoo (zinc pyrithione, selenium, or ketoconazole style) as labeled.",Avoid scratching the scalp with nails.,Do not share combs/hats while flaking is heavy.,"Seek care if the scalp is very red, oozing, swollen, or flakes do not improve after a few weeks of proper shampoo use.",Cleveland Clinic: Health Library,https://my.clevelandclinic.org/health,1
dry_eyes,dry eyes|tuyong mata|gritty eyes|mata tuyo|computer dry eye,Dry eyes,eye,Blink fully and often during screen use; take regular screen breaks.,Use preservative-free lubricating (artificial tear) drops if suitable for you.,Avoid direct fan/AC blow into the eyes; consider a humidifier indoors.,Limit smoke exposure and long contact-lens wear while symptomatic.,"Seek care for sudden vision change, severe pain, light sensitivity, chemical splash, or redness with discharge.",DOH Philippines,https://doh.gov.ph/,1
earwax_buildup,earwax|plug tenga|tenga barado|cerumen|blocked ear wax,Earwax blockage,ent,"Do not insert cotton buds, hairpins, or oils deep into the ear canal.",Ask a pharmacist about pharmacy ear drops to soften wax if appropriate.,Keep ears dry; avoid swimming until clearer if the ear feels plugged.,Gently wipe only the outer ear with a clean cloth.,"Seek care for severe pain, discharge, hearing loss after cleaning attempts, dizziness, or known eardrum perforation.",NHS: Earwax build-up,https://www.nhs.uk/conditions/earwax-build-up/,1
contact_dermatitis,contact dermatitis|irritated skin soap|hapong balat contact|allergic contact rash mild|rash from detergent,Mild contact dermatitis,skin,Wash the area with lukewarm water and mild soap; rinse off the trigger if known.,"Avoid the suspected irritant (new soap, jewelry, plant, detergent).",Apply a fragrance-free moisturizer several times a day.,Cool compresses can ease itch; ask about 1% hydrocortisone cream for short use if suitable.,"Seek care for facial/lip swelling, breathing trouble, blistering, rapidly spreading rash, or fever.",CDC: Diseases & Conditions,https://www.cdc.gov/diseasesconditions/,1
head_lice,head lice|kuto|lisa|head louse|kuto sa ulo,Head lice,skin,Check family members and treat close contacts as advised on product labels.,Use a pharmacy lice treatment exactly as directed; comb wet hair with a fine nit comb.,"Wash pillowcases, hats, and recently used hair tools in hot water when possible.","Avoid sharing combs, brushes, and headphones during treatment.","Seek care if scalp is infected (pus, swelling), treatment fails twice, or for infants — confirm age-safe products first.",NHS: Head lice and nits,https://www.nhs.uk/conditions/head-lice-and-nits/,1
ringworm_body,ringworm|buni|tinea|circular itchy rash|fungal ring rash,Ringworm (body),skin,Keep the rash clean and dry; wash hands after touching it.,"Apply an OTC antifungal cream as labeled for the full course, even after it looks better.","Do not share towels, clothes, or sports gear.",Cover the area loosely with clean clothing during treatment when practical.,"Seek care if the ring spreads widely, involves the scalp/nails, has pus, or you have diabetes/weak immunity.",Mayo Clinic: Diseases & Conditions,https://www.mayoclinic.org/diseases-conditions,1
oral_thrush_mild,oral thrush|gagamba sa bibig|white patches mouth|candidiasis mouth mild,Mild oral thrush,dental,Rinse the mouth with warm salt water after meals; keep dentures cleaned daily if used.,Brush gently and avoid harsh mouthwashes that sting.,Reduce sugary snacks temporarily; rinse after inhaler use if you use steroid inhalers.,Do not scrape white patches aggressively.,See a clinician for prescription treatment — thrush often needs medicated drops/gel; seek care sooner if swallowing pain or fever.,NHS: Oral thrush,https://www.nhs.uk/conditions/oral-thrush-mouth-thrush/,1
hay_fever_eyes_nose,hay fever|seasonal allergy|pollen allergy flare|hapong season|allergy season,Hay fever flare,allergy,Stay indoors when pollen counts are high; keep windows closed if helpful.,Shower and change clothes after outdoor exposure; wash pillowcases more often.,Saline nose rinse and cool eye compresses can ease itch.,Non-sedating antihistamines may help if appropriate and used as labeled.,"Seek care for wheezing, chest tightness, facial swelling, or known severe allergy history.",NHS: Conditions A–Z,https://www.nhs.uk/conditions/,1
sore_shoulder,shoulder pain|sakit balikat|masakit ang balikat|frozen start mild|shoulder strain mild,Mild shoulder pain,musculoskeletal,Avoid overhead heavy lifting and sudden jerking movements for a few days.,Apply ice briefly after activity or heat for stiffness — whichever feels better.,Pendulum or gentle range-of-motion exercises within pain limits help prevent freezing.,Sleep with a pillow supporting the arm if side-lying worsens pain.,"Seek care after a fall/dislocation feeling, arm weakness/numbness, chest pain with shoulder pain, or no improvement in 1–2 weeks.",NHS: Shoulder pain,https://www.nhs.uk/conditions/shoulder-pain/,1
knee_strain_mild,knee strain|sakit tuhod after lakad|mild knee sprain|masakit tuhod lakad,Mild knee strain,musculoskeletal,Rest from running/jumping for 1–2 days; walk short distances as tolerated.,Ice 15–20 minutes with a cloth barrier if swollen.,Elevate the leg when sitting; a soft brace may help confidence if sensation is normal.,Strengthen gradually with straight-leg raises once sharp pain settles.,"Seek care if the knee locks, gives way, is very swollen/hot, or you cannot bear weight.",NHS: Knee pain,https://www.nhs.uk/conditions/knee-pain/,1
elbow_tennis_mild,tennis elbow|sakit siko|lateral elbow pain|golfer elbow mild|elbow strain,Mild elbow strain,musculoskeletal,Reduce repetitive gripping/twisting tasks for several days.,Ice briefly after activity that aggravates the elbow.,Gentle forearm stretches within comfort can help.,Check tool/mouse grip size; take micro-breaks during repetitive work.,"Seek care for elbow deformity after injury, numbness in fingers, or pain that blocks daily tasks for weeks.",NHS: Tennis elbow,https://www.nhs.uk/conditions/tennis-elbow/,1
jaw_tmj_mild,jaw pain|sakit panga|tmj|clicking jaw mild|masakit ngumunguya,Mild jaw / TMJ discomfort,dental,Eat soft foods temporarily; avoid chewing gum and hard candy.,Do not force wide yawns; support the jaw when yawning if needed.,Apply a warm compress to tight jaw muscles.,Practice gentle jaw relaxation; avoid constant teeth clenching.,"Seek care for inability to open/close the mouth, jaw trauma, fever with swelling, or pain lasting weeks.",Philippine Pediatric Society (PPS),https://pps.org.ph/,1
