local_term,english_translation,category,medical_keyword,severity,body_system
complain ko kay ga sakit ulo ko subong man,headache,symptom,headache,moderate,neurological
daw masakit gid akon ulo subong subong,headache,symptom,headache,moderate,neurological
Grabe skit sang ulo ko,headache,symptom,headache,moderate,neurological
ginulo masakit,headache,symptom,headache,moderate,neurological
ginHeadache gid ko,headache,symptom,headache,moderate,neurological
hapdi ulo gid ko,headache,symptom,headache,moderate,neurological
complain ko kay sakit sang ulo gid bah,headache,symptom,headache,moderate,neurological
complain ko kay masakit dako gid akon ulo since kagapon na gid,headache,symptom,headache,moderate,neurological
"doc, grabe sakit sang ulo ko ko",headache,symptom,headache,moderate,neurological
grabe sakit sang ulo ko subong,headache,symptom,headache,moderate,neurological
"dok, masakit akon ulo dako gid gid ko",headache,symptom,headache,moderate,neurological
feel ko may headache,headache,symptom,headache,moderate,neurological
amuni pirme sakit ulo ko talaga man,headache,symptom,headache,moderate,neurological
skit ulo,headache,symptom,headache,moderate,neurological
masakit sobra akon ulo halin sang aga na gid,headache,symptom,headache,moderate,neurological
basin grabe sakit sang ulo ko subong,headache,symptom,headache,moderate,neurological
may sakit ulo,headache,symptom,headache,moderate,neurological
"doc, masakit grabeh akon ulo halin sang aga man",headache,symptom,headache,moderate,neurological
"doktor, sakit ulo grabe na gid",headache,symptom,headache,moderate,neurological
Grabe saket sang ulo ko,headache,symptom,headache,moderate,neurological
nagasakit ulo talaga,headache,symptom,headache,moderate,neurological
sige ko masakit daw malala akon ulo sige gid ko,headache,symptom,headache,moderate,neurological
maskit ulo,headache,symptom,headache,moderate,neurological
ulo masakit ko,headache,symptom,headache,moderate,neurological
feel ko nga masakit grabe akon ulo pirmi na gid,headache,symptom,headache,moderate,neurological
sakit ulo subong,headache,symptom,headache,moderate,neurological
sakit sa ulo bah,headache,symptom,headache,moderate,neurological
may ara ko nga ga sakit ulo ko sige ko,headache,symptom,headache,moderate,neurological
ga sakit ulo ko kagapon subong,headache,symptom,headache,moderate,neurological
complain ko kay ga sakit ulo ko dako gid man,headache,symptom,headache,moderate,neurological
daw grabe sakit sang ulo ko,headache,symptom,headache,moderate,neurological
amuni sakit sang ulo ko halin sang gabii na gid,headache,symptom,headache,moderate,neurological
sakit sa ulo po,headache,symptom,headache,moderate,neurological
amuni masakit dako gid akon ulo subong na gid,headache,symptom,headache,moderate,neurological
sige ko sakit sang ulo ko halin sang aga man,headache,symptom,headache,moderate,neurological
ga saket ulo ko,headache,symptom,headache,moderate,neurological
feel ko nga sakit sang ulo ko since kagapon subong,headache,symptom,headache,moderate,neurological
panakit ulo ko,headache,symptom,headache,moderate,neurological
"nagDok, sakit gid ulo ko subong.",headache,symptom,headache,moderate,neurological
saket sa ulo,headache,symptom,headache,moderate,neurological
complain ko kay grabe sakit sang ulo ko na gid,headache,symptom,headache,moderate,neurological
amuni pirme sakit ulo ko nga po man,headache,symptom,headache,moderate,neurological
"doc, ga sakit ulo ko subong gid ako",headache,symptom,headache,moderate,neurological
complain ko kay sakit sang ulo ko sige,headache,symptom,headache,moderate,neurological
"dok, masakit grabeh akon ulo halin sang aga na gid",headache,symptom,headache,moderate,neurological
amuni grabe sakit sang ulo ko,headache,symptom,headache,moderate,neurological
sakit ulo bah,headache,symptom,headache,moderate,neurological
pareho daw ga linog akon ulo na gid,headache,symptom,headache,moderate,neurological
daw daw ga linog akon ulo man,headache,symptom,headache,moderate,neurological
gina sakit ulo ko,headache,symptom,headache,moderate,neurological
pareho ga sakit ulo ko sige gid,headache,symptom,headache,moderate,neurological
"doc, pirme sakit ulo ko po ako",headache,symptom,headache,moderate,neurological
masakit ulo bah,headache,symptom,headache,moderate,neurological
masaket akon ulo,headache,symptom,headache,moderate,neurological
panakit ulo man,headache,symptom,headache,moderate,neurological
"doc, ga sakit ulo ko karon ako",headache,symptom,headache,moderate,neurological
masakit akon ulo man,headache,symptom,headache,moderate,neurological
masakit akon ulo na gid,headache,symptom,headache,moderate,neurological
"doc, masakit grabe akon ulo karon na gid",headache,symptom,headache,moderate,neurological
may ga sakit ulo ko,headache,symptom,headache,moderate,neurological
complain ko kay ga sakit ulo ko kagapon gid,headache,symptom,headache,moderate,neurological
"doktor, pirme sakit ulo ko po gid ko",headache,symptom,headache,moderate,neurological
basin ga sakit ulo ko malala gid subong,headache,symptom,headache,moderate,neurological
amuni grabe sakit sang ulo ko gid ako,headache,symptom,headache,moderate,neurological
feel ko nga nagasakit ulo gid man,headache,symptom,headache,moderate,neurological
sakit ulo ko,headache,symptom,headache,moderate,neurological
grabe sakit sang ulo ko ako,headache,symptom,headache,moderate,neurological
sige ko masakit ulo sobra ko,headache,symptom,headache,moderate,neurological
"dok, masakit daw malala akon ulo since kagapon bah",headache,symptom,headache,moderate,neurological
ulo masakit,headache,symptom,headache,moderate,neurological
feel ko nga pirme sakit ulo ko po,headache,symptom,headache,moderate,neurological
ginDaw ga linog akon ulo.,headache,symptom,headache,moderate,neurological
"doc, ga sakit ulo ko halin sang gabii gid",headache,symptom,headache,moderate,neurological
sige ko sakit ulo gid ako,headache,symptom,headache,moderate,neurological
"doc, sakit sang ulo ko since kagapon ako",headache,symptom,headache,moderate,neurological
may masakit akon ulo,headache,symptom,headache,moderate,neurological
"doc, masakit ulo sing malala gid",headache,symptom,headache,moderate,neurological
ga sakit ulo ko na gid,headache,symptom,headache,moderate,neurological
amuni grabe sakit sang ulo ko man,headache,symptom,headache,moderate,neurological
"doktor, pirme sakit ulo ko talaga gid ako",headache,symptom,headache,moderate,neurological
"doktor, masakit sing malala akon ulo subong bah",headache,symptom,headache,moderate,neurological
sakit sa ulo talaga,headache,symptom,headache,moderate,neurological
sakit sang ulo talaga,headache,symptom,headache,moderate,neurological
may sakit sa ulo,headache,symptom,headache,moderate,neurological
"doc, masakit daw malala akon ulo halin sang aga gid",headache,symptom,headache,moderate,neurological
"doktor, grabe sakit sang ulo ko ako",headache,symptom,headache,moderate,neurological
"doktor, masakit malala gid akon ulo karon ako",headache,symptom,headache,moderate,neurological
"doktor, ga sakit ulo ko sige gid ako",headache,symptom,headache,moderate,neurological
ga sakit ulo ko,headache,symptom,headache,moderate,neurological
pareho ga sakit ulo ko sing malala ako,headache,symptom,headache,moderate,neurological
sakit sa ulo ko,headache,symptom,headache,moderate,neurological
masakit sing malala akon ulo subong man,headache,symptom,headache,moderate,neurological
daw daw ga linog akon ulo gid ako,headache,symptom,headache,moderate,neurological
amuni masakit grabe akon ulo kagapon gid,headache,symptom,headache,moderate,neurological
sakit ulo talaga,headache,symptom,headache,moderate,neurological
sige ko masakit dako gid akon ulo kagapon,headache,symptom,headache,moderate,neurological
saket sang ulo,headache,symptom,headache,moderate,neurological
feel ko nga daw ga linog akon ulo ko,headache,symptom,headache,moderate,neurological
"doktor, daw ga linog akon ulo ko",headache,symptom,headache,moderate,neurological
panakit ulo ako,headache,symptom,headache,moderate,neurological
masakit akon ulo ako,headache,symptom,headache,moderate,neurological
nagPirme sakit ulo ko,headache,symptom,headache,moderate,neurological
"doktor, ga sakit ulo ko pirmi ko",headache,symptom,headache,moderate,neurological
panakit ulo bah,headache,symptom,headache,moderate,neurological
daw pirme sakit ulo ko na po subong,headache,symptom,headache,moderate,neurological
sakit sang ulo ko subong gid,headache,symptom,headache,moderate,neurological
may Headache gid ko,headache,symptom,headache,moderate,neurological
sakit sang ulo ko sige,headache,symptom,headache,moderate,neurological
amuni grabe sakit sang ulo ko bah,headache,symptom,headache,moderate,neurological
"doc, daw ga linog akon ulo ako",headache,symptom,headache,moderate,neurological
may ara ko nga masakit dako gid akon ulo karon na gid,headache,symptom,headache,moderate,neurological
"dok, masakit daw malala akon ulo since kagapon subong",headache,symptom,headache,moderate,neurological
ga sakit ulo ko bah,headache,symptom,headache,moderate,neurological
complain ko kay sakit sang ulo ko sige na gid,headache,symptom,headache,moderate,neurological
may ara ko nga sakit sang ulo ko karon subong,headache,symptom,headache,moderate,neurological
feel ko nga sakit sang ulo ko halin sang aga subong,headache,symptom,headache,moderate,neurological
ga sakit ulo ko gid ko,headache,symptom,headache,moderate,neurological
feel ko nga daw ga linog akon ulo man,headache,symptom,headache,moderate,neurological
maskit akon ulo,headache,symptom,headache,moderate,neurological
nagasakit ulo ako,headache,symptom,headache,moderate,neurological
ga sakit ulo ko po,headache,symptom,headache,moderate,neurological
nagasakit ulo gid ko,headache,symptom,headache,moderate,neurological
amuni masakit dako gid akon ulo sige ko,headache,symptom,headache,moderate,neurological
"doktor, ga sakit ulo ko sing malala ko",headache,symptom,headache,moderate,neurological
feel ko nga daw ga linog akon ulo gid,headache,symptom,headache,moderate,neurological
"dok, pirme sakit ulo ko talaga bah",headache,symptom,headache,moderate,neurological
"Dok, skit gid ulo ko subong.",headache,symptom,headache,moderate,neurological
daw ga sakit ulo ko subong ako,headache,symptom,headache,moderate,neurological
sakit sang ulo ko kagapon gid ako,headache,symptom,headache,moderate,neurological
"doc, ga sakit ulo ko sige man",headache,symptom,headache,moderate,neurological
pareho sakit sang ulo sobra subong,headache,symptom,headache,moderate,neurological
ulo masakit bah,headache,symptom,headache,moderate,neurological
ga skit ulo ko,headache,symptom,headache,moderate,neurological
pirme sakit ulo ko nga po ako,headache,symptom,headache,moderate,neurological
"dok, daw ga linog akon ulo ako",headache,symptom,headache,moderate,neurological
nagulo masakit,headache,symptom,headache,moderate,neurological
feel ko nga nagasakit ulo gid ko,headache,symptom,headache,moderate,neurological
feel ko nga grabe sakit sang ulo ko ko,headache,symptom,headache,moderate,neurological
sige ko daw ga linog akon ulo ko,headache,symptom,headache,moderate,neurological
"doc, masakit grabeh akon ulo subong na gid",headache,symptom,headache,moderate,neurological
amuni pirme sakit ulo ko po gid na gid,headache,symptom,headache,moderate,neurological
pirme sakit ulo ko na po bah,headache,symptom,headache,moderate,neurological
ulo masakti,headache,symptom,headache,moderate,neurological
basin pirme sakit ulo ko nga po gid,headache,symptom,headache,moderate,neurological
amuni ga sakit ulo ko kagapon ko,headache,symptom,headache,moderate,neurological
may ara ko nga pirme sakit ulo ko talaga subong,headache,symptom,headache,moderate,neurological
masakit dako gid akon ulo kagapon bah,headache,symptom,headache,moderate,neurological
feel ko nga pirme sakit ulo ko po gid na gid,headache,symptom,headache,moderate,neurological
"doc, grabe sakit sang ulo ko man",headache,symptom,headache,moderate,neurological
"doc, masakit sing malala akon ulo pirmi na gid",headache,symptom,headache,moderate,neurological
complain ko kay masakit daw malala akon ulo kagapon ko,headache,symptom,headache,moderate,neurological
basin sakit sang ulo ko pirmi man,headache,symptom,headache,moderate,neurological
pareho sakit ulo malala gid ako,headache,symptom,headache,moderate,neurological
daw masakit akon ulo sing malala na gid,headache,symptom,headache,moderate,neurological
"Dok, saket gid ulo ko subong.",headache,symptom,headache,moderate,neurological
pareho daw ga linog akon ulo gid ko,headache,symptom,headache,moderate,neurological
Headache gid ko,headache,symptom,headache,moderate,neurological
feel ko nga masakit sing malala akon ulo since kagapon gid,headache,symptom,headache,moderate,neurological
masakit ulo ako,headache,symptom,headache,moderate,neurological
"doktor, ga sakit ulo ko pirmi na gid",headache,symptom,headache,moderate,neurological
basin ga sakit ulo ko since kagapon ako,headache,symptom,headache,moderate,neurological
feel ko nga masakit sing malala akon ulo halin sang gabii bah,headache,symptom,headache,moderate,neurological
"doc, daw ga linog akon ulo gid",headache,symptom,headache,moderate,neurological
